user_id,psychological_profile_openness,psychological_profile_conscientiousness,psychological_profile_extraversion,psychological_profile_agreeableness,psychological_profile_neuroticism,psychological_profile_patience,psychological_profile_tech_savviness,psychological_profile_decision_style,content_preferences_Action,content_preferences_Comedy,content_preferences_Drama,content_preferences_Sci-Fi,content_preferences_Horror,content_preferences_Thriller,content_preferences_Romance,content_preferences_Documentary,content_preferences_Family,content_preferences_Animation
user_0,0.5062012434286194,0.3257254321914078,0.5090657552198604,0.8058060277105161,0.6171572994525046,0.6171340321957975,0.765738115479225,avoidant,0.5161601806809504,0.46305551152552465,0.4198529109060731,0.11120720799268075,0.6220281798369649,0.5006520557524446,0.5522379330515983,0.43862954337904086,0.6382521685736683,0.523512136027164
user_1,0.3936096032946124,0.7132033414716428,0.6430051073110838,0.7389898577659915,0.3561003581104496,0.4015575224005738,0.36048830608603233,avoidant,0.4973025370931483,0.22730301142498688,0.35453418208668175,0.39333693018156646,0.2047234311656251,0.694516123662227,0.42225035627796054,0.48215770878628983,0.4232648667578981,0.28413940581210106
user_2,0.40200375353365825,0.17724793637665423,0.4803980209509516,0.6027682902878824,0.013657291924387367,0.23923375430932392,0.8062802990972038,avoidant,0.028978959060298237,0.3708298239613942,0.1835677095957707,0.5132301021298149,0.21499242678489092,0.2329965332675046,0.5967422364560779,0.5261062547163184,0.0,0.03985622151945373
user_3,0.4153150648024578,0.6560787312113509,0.7990439684990798,0.9264672856716651,0.1351888209863798,0.4564464264356767,0.571382144674408,rational,0.09965180193821027,0.17841244285452307,0.46860448689218576,0.5965836907823402,0.013857479238279069,0.06830364580010984,0.25429395823185186,0.6058606146853687,0.4823074793052236,0.36241314995956825
user_4,0.17683367890210702,0.4272952287213078,0.3956015504023546,0.874317230121313,0.07576733701983994,0.6019734674338617,0.19094906827116856,spontaneous,0.0,0.358511994169069,0.0,0.0,0.40042042151738017,0.551035228518078,0.10985735708045842,0.4038640117313783,0.20995353359401295,0.28453319874305577
user_5,0.6348469495115626,0.3257449390411555,0.4172035945089196,0.809441458829606,0.32272247215771155,0.44500823194571787,0.3857778218433478,rational,0.5351339560836064,0.911845198296432,0.5494653831132963,1.0473349707786004,0.8460041130138037,0.6758776394074703,0.5549800453223983,0.57938345655023,0.6811872737681068,0.19525062881663552
user_6,0.6043253803643296,0.39917178583451385,0.7932188977018053,0.7915807512394248,0.1459001826220331,0.23975262868112848,0.6196633733704129,spontaneous,0.4266133493595714,0.4388548693131651,0.4505844166970499,0.7963730498724492,0.46396480498840154,0.276536186429547,0.4408456510044591,0.6658966142748439,0.6658548616674422,0.6311822167991209
user_7,0.4583337222814274,0.3660177178312457,0.3182246110655347,0.5200476036204992,0.07665576958268872,0.3722233829449393,0.7225848453386189,spontaneous,0.23334422082282152,0.6356149228152611,0.22474884155122143,0.37908374893755803,0.5830273244175481,0.3781071553861969,0.3703036255154967,0.6740785793661994,0.3328131728036914,0.628000817979212
user_8,0.5428971110056118,0.280712561220752,0.2035910109559121,0.4027756714796629,0.4567417194375908,0.36110381128412,0.7404252873974301,rational,0.37592255332339974,0.737586676419073,0.5900684999902855,0.6939940817452256,0.7341160286726397,0.5683043851222361,0.5248967435803799,0.36733322353028364,0.364617302377203,0.8804409674562312
user_9,0.46138161169344044,0.12961041572931187,0.333872863136016,0.3649595072412394,0.25196636365563624,0.8372494449601452,0.7370596360292683,avoidant,0.6357672517296556,0.23210941095941307,0.36563024831766716,0.5767822349252234,0.7264205999785265,0.4111092272597849,0.7451464964432063,0.016935130445293933,0.48620943383133164,0.4423630709098408
user_10,0.46439219495937667,0.9274384740242025,0.8052058570356498,0.7795740098542752,0.3718630599557052,0.2995849848960243,0.7045676457948111,intuitive,0.5004559290230274,0.07226652304416586,0.24524187537989606,0.43602855989833433,0.6028945616681076,0.7690193310365143,0.06328305225275666,0.5764106776508421,0.2700896781441773,0.25922513572141903
user_11,0.5809720976675754,0.22658544756635451,0.6867992237766424,0.4065657568045226,0.5117581505078306,0.394386312070752,0.8204559660905907,rational,0.551373886283243,0.5321090286478869,0.6697075326780297,0.6625622073565376,0.5902595081814782,0.48746063997092537,0.7322222312164166,0.7074412836656263,0.7834268490863566,0.5949716805582742
user_12,0.8188500279281745,0.6941188859951767,0.6381192490273032,0.26313812128656805,0.33304562483049766,0.4841573652510925,0.8293706269049689,spontaneous,0.6674017507050403,0.9699093928924057,0.9667743774313005,0.7156347044467067,0.9303728748635847,0.7843547976999138,1.1841098034281023,0.8133065885728984,0.4292407514816384,0.8834595354504089
user_13,0.16537979180404394,0.4385632585204094,0.6433296824557432,0.6066699921999217,0.383660699387897,0.4479844703494037,0.47869429196231267,rational,0.06845773848551864,0.25967394922151016,0.0,0.019865544741724195,0.0,0.03605351250448702,0.0,0.5125374744011199,0.2841056579493818,0.23710797878173218
user_14,0.7776612865724029,0.5843297616285108,0.4900704756597332,0.47374925189019945,0.6104669956713563,0.6617900703397311,0.8988808395714504,spontaneous,0.5034930264797475,0.9620641110558811,0.9214918436349095,0.6923811214817812,0.8663717675309622,0.9205032009689238,0.6319997144456201,0.6896358756406071,0.9272045042629395,0.9233336332725831
user_15,0.5769318553203058,0.5835709419359627,0.5720336221862957,0.6551452677116884,0.1372233357463874,0.27270536521062294,0.5909104608251278,spontaneous,0.5290489674156339,0.5910918540737188,0.821802395294994,0.2873947989391262,0.6503864417615308,0.4950732395363895,0.29905595265861556,0.5305176716490994,0.5328194485929342,0.6598661611533518
